REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2025/03/03 22:35:00,4506.32,35.95,TRADE
VIC1,2025/03/03 22:40:00,4593.28,35.95,TRADE
VIC1,2025/03/03 22:45:00,4424.37,12,TRADE
VIC1,2025/03/03 22:50:00,4375.61,21.89,TRADE
VIC1,2025/03/03 22:55:00,4326.88,29.26,TRADE
VIC1,2025/03/03 23:00:00,4441.77,71.46,TRADE
VIC1,2025/03/03 23:05:00,4451.71,35.95,TRADE
VIC1,2025/03/03 23:10:00,4598.1,71.35,TRADE
VIC1,2025/03/03 23:15:00,4668.48,68.81,TRADE
VIC1,2025/03/03 23:20:00,4768.84,67.51,TRADE
VIC1,2025/03/03 23:25:00,4760.72,68.35,TRADE
VIC1,2025/03/03 23:30:00,4690.94,41.58,TRADE
VIC1,2025/03/03 23:35:00,4700,68.52,TRADE
VIC1,2025/03/03 23:40:00,4713.21,69.09,TRADE
VIC1,2025/03/03 23:45:00,4684.1,67.62,TRADE
VIC1,2025/03/03 23:50:00,4672.67,67.21,TRADE
VIC1,2025/03/03 23:55:00,4513.99,12,TRADE
VIC1,2025/03/04 00:00:00,4427.03,20.45,TRADE
VIC1,2025/03/04 00:05:00,4416.01,19.19,TRADE
VIC1,2025/03/04 00:10:00,4310.24,16.77,TRADE
VIC1,2025/03/04 00:15:00,4196.01,12,TRADE
VIC1,2025/03/04 00:20:00,4152.65,16.45,TRADE
VIC1,2025/03/04 00:25:00,4143.09,16.85,TRADE
VIC1,2025/03/04 00:30:00,4159.02,16.77,TRADE
VIC1,2025/03/04 00:35:00,4135.9,16.94,TRADE
VIC1,2025/03/04 00:40:00,4146.21,13.62,TRADE
VIC1,2025/03/04 00:45:00,4008.17,9,TRADE
VIC1,2025/03/04 00:50:00,4026.55,14.54,TRADE
VIC1,2025/03/04 00:55:00,3998.97,16,TRADE
VIC1,2025/03/04 01:00:00,3975.47,16,TRADE
VIC1,2025/03/04 01:05:00,4054.69,19.19,TRADE
VIC1,2025/03/04 01:10:00,4084.49,23.50,TRADE
VIC1,2025/03/04 01:15:00,4096.13,19.19,TRADE
VIC1,2025/03/04 01:20:00,4090.12,28.45,TRADE
VIC1,2025/03/04 01:25:00,4145.36,19.19,TRADE
VIC1,2025/03/04 01:30:00,4124.94,19.19,TRADE
VIC1,2025/03/04 01:35:00,4017.32,18.25,TRADE
VIC1,2025/03/04 01:40:00,3958.99,16.56,TRADE
VIC1,2025/03/04 01:45:00,3983.89,19.19,TRADE
VIC1,2025/03/04 01:50:00,3978.93,19.19,TRADE
VIC1,2025/03/04 01:55:00,3992.3,19.19,TRADE
VIC1,2025/03/04 02:00:00,4001.34,19.19,TRADE
VIC1,2025/03/04 02:05:00,4020.28,35.15,TRADE
VIC1,2025/03/04 02:10:00,4133.87,35.95,TRADE
VIC1,2025/03/04 02:15:00,4070.98,35.95,TRADE
VIC1,2025/03/04 02:20:00,4035.73,35.95,TRADE
VIC1,2025/03/04 02:25:00,4084.35,35.95,TRADE
VIC1,2025/03/04 02:30:00,4056.98,35.95,TRADE
VIC1,2025/03/04 02:35:00,4057.05,35.95,TRADE
VIC1,2025/03/04 02:40:00,4065.1,35.95,TRADE
VIC1,2025/03/04 02:45:00,4084.14,35.95,TRADE
VIC1,2025/03/04 02:50:00,4076.71,35.95,TRADE
VIC1,2025/03/04 02:55:00,4018.4,23.30,TRADE
VIC1,2025/03/04 03:00:00,3903.67,19.40,TRADE
VIC1,2025/03/04 03:05:00,3866.94,19.19,TRADE
VIC1,2025/03/04 03:10:00,3916.92,35.05,TRADE
VIC1,2025/03/04 03:15:00,4038.84,60.97,TRADE
VIC1,2025/03/04 03:20:00,4077.12,35.95,TRADE
VIC1,2025/03/04 03:25:00,4112.74,35.95,TRADE
VIC1,2025/03/04 03:30:00,4132.61,35.95,TRADE
VIC1,2025/03/04 03:35:00,4139.85,35.95,TRADE
VIC1,2025/03/04 03:40:00,4169.71,62.98,TRADE
VIC1,2025/03/04 03:45:00,4151.64,35.95,TRADE
VIC1,2025/03/04 03:50:00,4119.17,35.95,TRADE
VIC1,2025/03/04 03:55:00,4157.12,35.95,TRADE
VIC1,2025/03/04 04:00:00,4168.66,35.95,TRADE
VIC1,2025/03/04 04:05:00,4169.35,12,TRADE
VIC1,2025/03/04 04:10:00,4134.36,9,TRADE
VIC1,2025/03/04 04:15:00,4007.92,8.95,TRADE
VIC1,2025/03/04 04:20:00,4105.27,9.06,TRADE
VIC1,2025/03/04 04:25:00,4083.92,9,TRADE
VIC1,2025/03/04 04:30:00,4102.3,9,TRADE
VIC1,2025/03/04 04:35:00,4109.18,9,TRADE
VIC1,2025/03/04 04:40:00,4182.6,10.47,TRADE
VIC1,2025/03/04 04:45:00,4247.12,9.20,TRADE
VIC1,2025/03/04 04:50:00,4299.38,18.85,TRADE
VIC1,2025/03/04 04:55:00,4307.08,19.75,TRADE
VIC1,2025/03/04 05:00:00,4411.16,74.94,TRADE
VIC1,2025/03/04 05:05:00,4609.73,64.67,TRADE
VIC1,2025/03/04 05:10:00,4867.56,68.83,TRADE
VIC1,2025/03/04 05:15:00,4936.57,82.23,TRADE
VIC1,2025/03/04 05:20:00,4919.95,80.23,TRADE
VIC1,2025/03/04 05:25:00,5009.97,92.27,TRADE
VIC1,2025/03/04 05:30:00,5099.67,115.20,TRADE
VIC1,2025/03/04 05:35:00,5086.89,107.10,TRADE
VIC1,2025/03/04 05:40:00,5138.68,113.61,TRADE
VIC1,2025/03/04 05:45:00,5165.31,113.90,TRADE
VIC1,2025/03/04 05:50:00,5222.12,120,TRADE
VIC1,2025/03/04 05:55:00,5300.15,128.47,TRADE
VIC1,2025/03/04 06:00:00,5316.45,128.12,TRADE
VIC1,2025/03/04 06:05:00,5399.99,153.72,TRADE
VIC1,2025/03/04 06:10:00,5577.23,153.72,TRADE
VIC1,2025/03/04 06:15:00,5568.38,155.54,TRADE
VIC1,2025/03/04 06:20:00,5648.83,155.45,TRADE
VIC1,2025/03/04 06:25:00,5628.49,133.48,TRADE
VIC1,2025/03/04 06:30:00,5603.94,127.26,TRADE
VIC1,2025/03/04 06:35:00,5534.48,114.48,TRADE
VIC1,2025/03/04 06:40:00,5564.77,108.85,TRADE
VIC1,2025/03/04 06:45:00,5546.61,83.83,TRADE
VIC1,2025/03/04 06:50:00,5584,75.24,TRADE
VIC1,2025/03/04 06:55:00,5485.64,43.56,TRADE
VIC1,2025/03/04 07:00:00,5380.97,34.49,TRADE
VIC1,2025/03/04 07:05:00,5329.03,53.51,TRADE
VIC1,2025/03/04 07:10:00,5259.66,47.63,TRADE
VIC1,2025/03/04 07:15:00,5169.03,9,TRADE
VIC1,2025/03/04 07:20:00,5009.48,9,TRADE
VIC1,2025/03/04 07:25:00,4990.97,3.30,TRADE
VIC1,2025/03/04 07:30:00,4912.74,-2.51,TRADE
VIC1,2025/03/04 07:35:00,4706.76,-18.54,TRADE
VIC1,2025/03/04 07:40:00,4629.11,-15.32,TRADE
VIC1,2025/03/04 07:45:00,4684.37,8.95,TRADE
VIC1,2025/03/04 07:50:00,4643.74,-26.05,TRADE
VIC1,2025/03/04 07:55:00,4719,-23.85,TRADE
VIC1,2025/03/04 08:00:00,4666.29,-19.99,TRADE
VIC1,2025/03/04 08:05:00,4421.24,-14.14,TRADE
VIC1,2025/03/04 08:10:00,4497.42,8.95,TRADE
VIC1,2025/03/04 08:15:00,4391.91,-20,TRADE
VIC1,2025/03/04 08:20:00,4315.63,-5.51,TRADE
VIC1,2025/03/04 08:25:00,4206.8,-26.94,TRADE
VIC1,2025/03/04 08:30:00,4209.71,-27.87,TRADE
VIC1,2025/03/04 08:35:00,4086.64,-27.49,TRADE
VIC1,2025/03/04 08:40:00,4000.85,-27.31,TRADE
VIC1,2025/03/04 08:45:00,3940.47,11.78,TRADE
VIC1,2025/03/04 08:50:00,3754.2,9,TRADE
VIC1,2025/03/04 08:55:00,3883.17,-40.41,TRADE
VIC1,2025/03/04 09:00:00,3758.74,-19.99,TRADE
VIC1,2025/03/04 09:05:00,3613.41,-11.30,TRADE
VIC1,2025/03/04 09:10:00,3726.2,-61.44,TRADE
VIC1,2025/03/04 09:15:00,3580.91,-19.99,TRADE
VIC1,2025/03/04 09:20:00,3430.67,-18.15,TRADE
VIC1,2025/03/04 09:25:00,3418.3,-29.54,TRADE
VIC1,2025/03/04 09:30:00,3312.67,-38.92,TRADE
VIC1,2025/03/04 09:35:00,3369.92,-29,TRADE
VIC1,2025/03/04 09:40:00,3313.68,-62.27,TRADE
VIC1,2025/03/04 09:45:00,3305.82,-26.64,TRADE
VIC1,2025/03/04 09:50:00,3239.66,-90.39,TRADE
VIC1,2025/03/04 09:55:00,3274.07,-41.48,TRADE
VIC1,2025/03/04 10:00:00,3235.32,-50.01,TRADE
VIC1,2025/03/04 10:05:00,3232.04,-27.40,TRADE
VIC1,2025/03/04 10:10:00,3112.49,20.56,TRADE
VIC1,2025/03/04 10:15:00,3128.65,-99.72,TRADE
VIC1,2025/03/04 10:20:00,3138.18,-62.50,TRADE
VIC1,2025/03/04 10:25:00,3114.46,-44.80,TRADE
VIC1,2025/03/04 10:30:00,3131.6,-56.47,TRADE
VIC1,2025/03/04 10:35:00,3011.1,-44.80,TRADE
VIC1,2025/03/04 10:40:00,3035.77,-30.46,TRADE
VIC1,2025/03/04 10:45:00,3048.95,-31.65,TRADE
VIC1,2025/03/04 10:50:00,3006.12,-23.74,TRADE
VIC1,2025/03/04 10:55:00,2889.87,-31.27,TRADE
VIC1,2025/03/04 11:00:00,2978.82,-66.31,TRADE
VIC1,2025/03/04 11:05:00,2991.55,-66.31,TRADE
VIC1,2025/03/04 11:10:00,2940.94,-42.23,TRADE
VIC1,2025/03/04 11:15:00,2978,-37.28,TRADE
VIC1,2025/03/04 11:20:00,3046.35,-39.49,TRADE
VIC1,2025/03/04 11:25:00,2961.62,-29.74,TRADE
VIC1,2025/03/04 11:30:00,3022.84,-14.06,TRADE
VIC1,2025/03/04 11:35:00,3003.47,-27.41,TRADE
VIC1,2025/03/04 11:40:00,3047.54,-20.19,TRADE
VIC1,2025/03/04 11:45:00,3042.17,-28.31,TRADE
VIC1,2025/03/04 11:50:00,2987.59,-0.01,TRADE
VIC1,2025/03/04 11:55:00,2878.59,-27.47,TRADE
VIC1,2025/03/04 12:00:00,3027.91,12,TRADE
VIC1,2025/03/04 12:05:00,3005.09,12,TRADE
VIC1,2025/03/04 12:10:00,3027.74,-0.01,TRADE
VIC1,2025/03/04 12:15:00,3054.26,-0.01,TRADE
VIC1,2025/03/04 12:20:00,3049.55,-0.01,TRADE
VIC1,2025/03/04 12:25:00,3049.67,-27.51,TRADE
VIC1,2025/03/04 12:30:00,3164.38,-0.01,TRADE
VIC1,2025/03/04 12:35:00,3121.88,-0.01,TRADE
VIC1,2025/03/04 12:40:00,3067.6,6.06,TRADE
VIC1,2025/03/04 12:45:00,3068.73,-0.01,TRADE
VIC1,2025/03/04 12:50:00,3132.04,-0.01,TRADE
VIC1,2025/03/04 12:55:00,3203.62,-8.64,TRADE
VIC1,2025/03/04 13:00:00,3185.67,12,TRADE
VIC1,2025/03/04 13:05:00,3326.3,-42.80,TRADE
VIC1,2025/03/04 13:10:00,3300.78,-27.41,TRADE
VIC1,2025/03/04 13:15:00,3269.76,-29,TRADE
VIC1,2025/03/04 13:20:00,3328.26,-29,TRADE
VIC1,2025/03/04 13:25:00,3290.77,-29.14,TRADE
VIC1,2025/03/04 13:30:00,3293.03,-29,TRADE
VIC1,2025/03/04 13:35:00,3419.8,-20.19,TRADE
VIC1,2025/03/04 13:40:00,3443.69,-26.82,TRADE
VIC1,2025/03/04 13:45:00,3451.02,-27.09,TRADE
VIC1,2025/03/04 13:50:00,3620.32,9.69,TRADE
VIC1,2025/03/04 13:55:00,3693.9,12,TRADE
VIC1,2025/03/04 14:00:00,3693.9,12,TRADE
VIC1,2025/03/04 14:05:00,3698.14,35.16,TRADE
VIC1,2025/03/04 14:10:00,3719.43,20.57,TRADE
VIC1,2025/03/04 14:15:00,3877.99,34.81,TRADE
VIC1,2025/03/04 14:20:00,3948.49,12,TRADE
VIC1,2025/03/04 14:25:00,3978.49,32.25,TRADE
VIC1,2025/03/04 14:30:00,4032.7,34.52,TRADE
VIC1,2025/03/04 14:35:00,4145.93,12,TRADE
VIC1,2025/03/04 14:40:00,4215.7,33,TRADE
VIC1,2025/03/04 14:45:00,4334.86,19.09,TRADE
VIC1,2025/03/04 14:50:00,4381.48,33,TRADE
VIC1,2025/03/04 14:55:00,4433.63,33,TRADE
VIC1,2025/03/04 15:00:00,4610.6,31.20,TRADE
VIC1,2025/03/04 15:05:00,4688.67,20.59,TRADE
VIC1,2025/03/04 15:10:00,4572.95,-0.38,TRADE
VIC1,2025/03/04 15:15:00,4805.37,19.19,TRADE
VIC1,2025/03/04 15:20:00,4940.41,35.51,TRADE
VIC1,2025/03/04 15:25:00,5054.27,53.46,TRADE
VIC1,2025/03/04 15:30:00,5059.33,34.67,TRADE
VIC1,2025/03/04 15:35:00,5144.4,33,TRADE
VIC1,2025/03/04 15:40:00,5326.16,36.47,TRADE
VIC1,2025/03/04 15:45:00,5351.61,60.28,TRADE
VIC1,2025/03/04 15:50:00,5428.33,97.21,TRADE
VIC1,2025/03/04 15:55:00,5376.87,84.29,TRADE
VIC1,2025/03/04 16:00:00,5459.8,102.48,TRADE
VIC1,2025/03/04 16:05:00,5551.84,72.83,TRADE
VIC1,2025/03/04 16:10:00,5571.14,75.72,TRADE
VIC1,2025/03/04 16:15:00,5580.39,79.04,TRADE
VIC1,2025/03/04 16:20:00,5682,79.47,TRADE
VIC1,2025/03/04 16:25:00,5834.44,112.89,TRADE
VIC1,2025/03/04 16:30:00,5913.72,79.77,TRADE
VIC1,2025/03/04 16:35:00,6009.62,166.49,TRADE
VIC1,2025/03/04 16:40:00,6168.53,79.88,TRADE
VIC1,2025/03/04 16:45:00,6170.31,89.82,TRADE
VIC1,2025/03/04 16:50:00,6304.41,98.34,TRADE
VIC1,2025/03/04 16:55:00,6390.99,127.63,TRADE
VIC1,2025/03/04 17:00:00,6445.18,111.87,TRADE
VIC1,2025/03/04 17:05:00,6566.81,120,TRADE
VIC1,2025/03/04 17:10:00,6509.23,160,TRADE
VIC1,2025/03/04 17:15:00,6574.34,160,TRADE
VIC1,2025/03/04 17:20:00,6619.81,125.52,TRADE
VIC1,2025/03/04 17:25:00,6650.84,143.72,TRADE
VIC1,2025/03/04 17:30:00,6804.59,160,TRADE
VIC1,2025/03/04 17:35:00,6940.43,160,TRADE
VIC1,2025/03/04 17:40:00,7028,160,TRADE
VIC1,2025/03/04 17:45:00,7053.44,202.86,TRADE
VIC1,2025/03/04 17:50:00,7183.14,205.89,TRADE
VIC1,2025/03/04 17:55:00,7272.01,211.14,TRADE
VIC1,2025/03/04 18:00:00,7359.34,292.89,TRADE
VIC1,2025/03/04 18:05:00,7316.34,183.08,TRADE
VIC1,2025/03/04 18:10:00,7385.71,186.92,TRADE
VIC1,2025/03/04 18:15:00,7370.41,205.58,TRADE
VIC1,2025/03/04 18:20:00,7371.34,214.11,TRADE
VIC1,2025/03/04 18:25:00,7473.66,281.38,TRADE
VIC1,2025/03/04 18:30:00,7437.28,208.13,TRADE
VIC1,2025/03/04 18:35:00,7457.21,207.73,TRADE
VIC1,2025/03/04 18:40:00,7507.29,196,TRADE
VIC1,2025/03/04 18:45:00,7504.75,206.85,TRADE
VIC1,2025/03/04 18:50:00,7527.9,206.47,TRADE
VIC1,2025/03/04 18:55:00,7362.65,218.77,TRADE
VIC1,2025/03/04 19:00:00,7309.85,204.42,TRADE
VIC1,2025/03/04 19:05:00,7284.69,205.18,TRADE
VIC1,2025/03/04 19:10:00,7186.58,200.79,TRADE
VIC1,2025/03/04 19:15:00,7081.72,188.31,TRADE
VIC1,2025/03/04 19:20:00,7068.48,183.85,TRADE
VIC1,2025/03/04 19:25:00,7030.26,179.87,TRADE
VIC1,2025/03/04 19:30:00,7015.34,183.13,TRADE
VIC1,2025/03/04 19:35:00,6991.12,194.78,TRADE
VIC1,2025/03/04 19:40:00,7001.5,190.23,TRADE
VIC1,2025/03/04 19:45:00,6991.77,183.85,TRADE
VIC1,2025/03/04 19:50:00,6867.39,161.49,TRADE
VIC1,2025/03/04 19:55:00,6872.58,160,TRADE
VIC1,2025/03/04 20:00:00,6849.3,159.80,TRADE
VIC1,2025/03/04 20:05:00,6792.66,160,TRADE
VIC1,2025/03/04 20:10:00,6752.26,159.80,TRADE
VIC1,2025/03/04 20:15:00,6623.26,129.93,TRADE
VIC1,2025/03/04 20:20:00,6601.88,128.49,TRADE
VIC1,2025/03/04 20:25:00,6516.69,127.19,TRADE
VIC1,2025/03/04 20:30:00,6454.45,126.65,TRADE
VIC1,2025/03/04 20:35:00,6403.01,128.63,TRADE
VIC1,2025/03/04 20:40:00,6380.71,127.49,TRADE
VIC1,2025/03/04 20:45:00,6299.67,124.29,TRADE
VIC1,2025/03/04 20:50:00,6209.26,124.42,TRADE
VIC1,2025/03/04 20:55:00,6032.19,116.67,TRADE
VIC1,2025/03/04 21:00:00,6065.66,111.98,TRADE
VIC1,2025/03/04 21:05:00,6029.49,119.79,TRADE
VIC1,2025/03/04 21:10:00,5895.72,120,TRADE
VIC1,2025/03/04 21:15:00,5873.17,124.42,TRADE
VIC1,2025/03/04 21:20:00,5818.33,121.49,TRADE
VIC1,2025/03/04 21:25:00,5801.09,120,TRADE
VIC1,2025/03/04 21:30:00,5781.45,117.16,TRADE
VIC1,2025/03/04 21:35:00,5668.94,119.08,TRADE
VIC1,2025/03/04 21:40:00,5701.59,115.46,TRADE
VIC1,2025/03/04 21:45:00,5660.94,105.95,TRADE
VIC1,2025/03/04 21:50:00,5629.06,94.12,TRADE
VIC1,2025/03/04 21:55:00,5561.29,92.71,TRADE
VIC1,2025/03/04 22:00:00,5514.32,79.53,TRADE
VIC1,2025/03/04 22:05:00,5491.18,95.27,TRADE
VIC1,2025/03/04 22:10:00,5486.22,100.04,TRADE
VIC1,2025/03/04 22:15:00,5432.66,108.02,TRADE
VIC1,2025/03/04 22:20:00,5363.94,104.57,TRADE
VIC1,2025/03/04 22:25:00,5383.45,112.61,TRADE
VIC1,2025/03/04 22:30:00,5360.98,104.68,TRADE
VIC1,2025/03/04 22:35:00,5419.04,112.89,TRADE
VIC1,2025/03/04 22:40:00,5324.68,104.12,TRADE
VIC1,2025/03/04 22:45:00,5362.76,108.53,TRADE
VIC1,2025/03/04 22:50:00,5319.56,98.07,TRADE
VIC1,2025/03/04 22:55:00,5330.62,95.04,TRADE
VIC1,2025/03/04 23:00:00,5235.95,92.63,TRADE
VIC1,2025/03/04 23:05:00,5185.18,93.57,TRADE
VIC1,2025/03/04 23:10:00,5323.3,114.13,TRADE
VIC1,2025/03/04 23:15:00,5490,113.84,TRADE
VIC1,2025/03/04 23:20:00,5429.57,103.05,TRADE
VIC1,2025/03/04 23:25:00,5458.2,103.30,TRADE
VIC1,2025/03/04 23:30:00,5464.95,112.61,TRADE
VIC1,2025/03/04 23:35:00,5392.57,114.77,TRADE
VIC1,2025/03/04 23:40:00,5335.6,115.65,TRADE
VIC1,2025/03/04 23:45:00,5188.81,114.48,TRADE
VIC1,2025/03/04 23:50:00,5185.51,105.86,TRADE
VIC1,2025/03/04 23:55:00,5127.46,106.90,TRADE
VIC1,2025/03/05 00:00:00,5156.73,108.31,TRADE
VIC1,2025/03/05 00:05:00,5153.62,114.48,TRADE
VIC1,2025/03/05 00:10:00,5035.76,112.66,TRADE
VIC1,2025/03/05 00:15:00,5064.47,105.98,TRADE
VIC1,2025/03/05 00:20:00,4989.95,100.01,TRADE
VIC1,2025/03/05 00:25:00,4959.53,94.44,TRADE
VIC1,2025/03/05 00:30:00,4913.23,91.77,TRADE
VIC1,2025/03/05 00:35:00,4773.33,89.49,TRADE
VIC1,2025/03/05 00:40:00,4771.28,93.17,TRADE
VIC1,2025/03/05 00:45:00,4771.32,89.64,TRADE
VIC1,2025/03/05 00:50:00,4697.74,88.10,TRADE
VIC1,2025/03/05 00:55:00,4620.21,84.54,TRADE
VIC1,2025/03/05 01:00:00,4618.79,82.71,TRADE
VIC1,2025/03/05 01:05:00,4661.61,92.39,TRADE
VIC1,2025/03/05 01:10:00,4606.69,100.78,TRADE
VIC1,2025/03/05 01:15:00,4645.64,102.84,TRADE
VIC1,2025/03/05 01:20:00,4661.15,101.31,TRADE
VIC1,2025/03/05 01:25:00,4641.11,101.36,TRADE
VIC1,2025/03/05 01:30:00,4549.92,98.38,TRADE
VIC1,2025/03/05 01:35:00,4538.2,97.72,TRADE
VIC1,2025/03/05 01:40:00,4505.71,92.57,TRADE
VIC1,2025/03/05 01:45:00,4563.61,92.72,TRADE
VIC1,2025/03/05 01:50:00,4474.31,90.81,TRADE
VIC1,2025/03/05 01:55:00,4506.5,90.87,TRADE
VIC1,2025/03/05 02:00:00,4431.21,86.15,TRADE
VIC1,2025/03/05 02:05:00,4482.2,90.25,TRADE
VIC1,2025/03/05 02:10:00,4482.61,87.85,TRADE
VIC1,2025/03/05 02:15:00,4496.96,90.82,TRADE
VIC1,2025/03/05 02:20:00,4402.16,85.60,TRADE
VIC1,2025/03/05 02:25:00,4401.47,86.29,TRADE
VIC1,2025/03/05 02:30:00,4466.26,85.55,TRADE
VIC1,2025/03/05 02:35:00,4442.75,88.34,TRADE
VIC1,2025/03/05 02:40:00,4427.78,84.75,TRADE
VIC1,2025/03/05 02:45:00,4449.83,82.06,TRADE
VIC1,2025/03/05 02:50:00,4428.74,78.94,TRADE
VIC1,2025/03/05 02:55:00,4420.84,79.56,TRADE
VIC1,2025/03/05 03:00:00,4305.06,74.56,TRADE
VIC1,2025/03/05 03:05:00,4355.19,79.01,TRADE
VIC1,2025/03/05 03:10:00,4364.7,75.46,TRADE
VIC1,2025/03/05 03:15:00,4394.42,79.49,TRADE
VIC1,2025/03/05 03:20:00,4333.9,78.87,TRADE
VIC1,2025/03/05 03:25:00,4366.53,82.30,TRADE
VIC1,2025/03/05 03:30:00,4321.14,78.39,TRADE
VIC1,2025/03/05 03:35:00,4339.34,78.97,TRADE
VIC1,2025/03/05 03:40:00,4363.93,82.68,TRADE
VIC1,2025/03/05 03:45:00,4357.21,78.12,TRADE
VIC1,2025/03/05 03:50:00,4348.64,75.76,TRADE
VIC1,2025/03/05 03:55:00,4369.55,78.87,TRADE
VIC1,2025/03/05 04:00:00,4362.01,75.87,TRADE
VIC1,2025/03/05 04:05:00,4416.49,75.11,TRADE
VIC1,2025/03/05 04:10:00,4428.1,77.30,TRADE
VIC1,2025/03/05 04:15:00,4441.87,77.85,TRADE
VIC1,2025/03/05 04:20:00,4411.57,72.81,TRADE
VIC1,2025/03/05 04:25:00,4457.58,72.76,TRADE
VIC1,2025/03/05 04:30:00,4497.08,71.62,TRADE
VIC1,2025/03/05 04:35:00,4493.43,70.54,TRADE
VIC1,2025/03/05 04:40:00,4533.76,70.60,TRADE
VIC1,2025/03/05 04:45:00,4519.16,68.87,TRADE
VIC1,2025/03/05 04:50:00,4585.75,69.52,TRADE
VIC1,2025/03/05 04:55:00,4651.33,68.24,TRADE
VIC1,2025/03/05 05:00:00,4717.67,69.16,TRADE
VIC1,2025/03/05 05:05:00,4764.68,68.92,TRADE
VIC1,2025/03/05 05:10:00,4931.74,79,TRADE
VIC1,2025/03/05 05:15:00,4938.76,79,TRADE
VIC1,2025/03/05 05:20:00,4969.28,87.43,TRADE
VIC1,2025/03/05 05:25:00,5067.16,96.34,TRADE
VIC1,2025/03/05 05:30:00,5119.75,96.74,TRADE
VIC1,2025/03/05 05:35:00,5158.72,100.19,TRADE
VIC1,2025/03/05 05:40:00,5265.85,111.10,TRADE
VIC1,2025/03/05 05:45:00,5292.08,111.34,TRADE
VIC1,2025/03/05 05:50:00,5348.56,114.46,TRADE
VIC1,2025/03/05 05:55:00,5392.28,120,TRADE
VIC1,2025/03/05 06:00:00,5432.61,122.09,TRADE
VIC1,2025/03/05 06:05:00,5480.19,126.24,TRADE
VIC1,2025/03/05 06:10:00,5612.7,156.80,TRADE
VIC1,2025/03/05 06:15:00,5671.14,160,TRADE
VIC1,2025/03/05 06:20:00,5677.2,155.71,TRADE
VIC1,2025/03/05 06:25:00,5745.05,148.77,TRADE
VIC1,2025/03/05 06:30:00,5681.8,120.29,TRADE
VIC1,2025/03/05 06:35:00,5717.84,120,TRADE
VIC1,2025/03/05 06:40:00,5723.82,117.61,TRADE
VIC1,2025/03/05 06:45:00,5707.13,97.66,TRADE
VIC1,2025/03/05 06:50:00,5598.81,79.32,TRADE
VIC1,2025/03/05 06:55:00,5593.33,80.28,TRADE
VIC1,2025/03/05 07:00:00,5494.31,59.64,TRADE
VIC1,2025/03/05 07:05:00,5475.72,79,TRADE
VIC1,2025/03/05 07:10:00,5422.73,60.44,TRADE
VIC1,2025/03/05 07:15:00,5339.34,27.68,TRADE
VIC1,2025/03/05 07:20:00,5275.77,12,TRADE
VIC1,2025/03/05 07:25:00,5278.45,18.64,TRADE
VIC1,2025/03/05 07:30:00,5249.8,18.25,TRADE
VIC1,2025/03/05 07:35:00,5118.71,18.13,TRADE
VIC1,2025/03/05 07:40:00,5023.86,33.66,TRADE
VIC1,2025/03/05 07:45:00,4896.97,12,TRADE
VIC1,2025/03/05 07:50:00,4901.12,12,TRADE
VIC1,2025/03/05 07:55:00,4836.03,8.95,TRADE
VIC1,2025/03/05 08:00:00,4819.9,8.95,TRADE
VIC1,2025/03/05 08:05:00,4841.08,8.95,TRADE
VIC1,2025/03/05 08:10:00,4823.45,-16.01,TRADE
VIC1,2025/03/05 08:15:00,4875.72,8.95,TRADE
VIC1,2025/03/05 08:20:00,4736.48,8.95,TRADE
VIC1,2025/03/05 08:25:00,4656.57,8.95,TRADE
VIC1,2025/03/05 08:30:00,4610.51,-18.22,TRADE
VIC1,2025/03/05 08:35:00,4630,8.95,TRADE
VIC1,2025/03/05 08:40:00,4571.07,0,TRADE
VIC1,2025/03/05 08:45:00,4477.9,-18.15,TRADE
VIC1,2025/03/05 08:50:00,4545.9,0,TRADE
VIC1,2025/03/05 08:55:00,4535.94,-18.15,TRADE
VIC1,2025/03/05 09:00:00,4435.55,-19.06,TRADE
VIC1,2025/03/05 09:05:00,4414.66,-19.99,TRADE
VIC1,2025/03/05 09:10:00,4408.1,-11.55,TRADE
VIC1,2025/03/05 09:15:00,4357.83,-19.99,TRADE
VIC1,2025/03/05 09:20:00,4337.78,-21,TRADE
VIC1,2025/03/05 09:25:00,4365.17,-21,TRADE
VIC1,2025/03/05 09:30:00,4307.01,-21,TRADE
VIC1,2025/03/05 09:35:00,4289.59,0,TRADE
VIC1,2025/03/05 09:40:00,4233.14,-18.15,TRADE
VIC1,2025/03/05 09:45:00,4232.59,-19.99,TRADE
VIC1,2025/03/05 09:50:00,4216.09,-21,TRADE
VIC1,2025/03/05 09:55:00,4172.36,0,TRADE
VIC1,2025/03/05 10:00:00,4185.34,-21,TRADE
VIC1,2025/03/05 10:05:00,4188.95,0.01,TRADE
VIC1,2025/03/05 10:10:00,4166.95,0.01,TRADE
VIC1,2025/03/05 10:15:00,4206.06,0.01,TRADE
VIC1,2025/03/05 10:20:00,4190.44,-14.82,TRADE
VIC1,2025/03/05 10:25:00,4213.13,-18.42,TRADE
VIC1,2025/03/05 10:30:00,4190.71,-24.67,TRADE
VIC1,2025/03/05 10:35:00,4192.39,-24.84,TRADE
VIC1,2025/03/05 10:40:00,4173.67,-25.53,TRADE
VIC1,2025/03/05 10:45:00,4192.71,-26.33,TRADE
VIC1,2025/03/05 10:50:00,4221.47,-27.41,TRADE
VIC1,2025/03/05 10:55:00,4258.59,-27.96,TRADE
