REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2025/03/05 11:00:00,4305.48,-28.18,TRADE
VIC1,2025/03/05 11:05:00,4362.04,-28.40,TRADE
VIC1,2025/03/05 11:10:00,4376.76,-28.37,TRADE
VIC1,2025/03/05 11:15:00,4424.7,-26.39,TRADE
VIC1,2025/03/05 11:20:00,4394.29,-27.41,TRADE
VIC1,2025/03/05 11:25:00,4464.1,-28.45,TRADE
VIC1,2025/03/05 11:30:00,4500.2,-26.65,TRADE
VIC1,2025/03/05 11:35:00,4508.63,-26.25,TRADE
VIC1,2025/03/05 11:40:00,4543.07,-25.66,TRADE
VIC1,2025/03/05 11:45:00,4579.68,-25.45,TRADE
VIC1,2025/03/05 11:50:00,4542.52,-26.12,TRADE
VIC1,2025/03/05 11:55:00,4599.91,-25.71,TRADE
VIC1,2025/03/05 12:00:00,4622.65,-19.99,TRADE
VIC1,2025/03/05 12:05:00,4496.08,-19.99,TRADE
VIC1,2025/03/05 12:10:00,4549.72,0.01,TRADE
VIC1,2025/03/05 12:15:00,4605.5,8.95,TRADE
VIC1,2025/03/05 12:20:00,4681.4,8.95,TRADE
VIC1,2025/03/05 12:25:00,4678.76,0.98,TRADE
VIC1,2025/03/05 12:30:00,4746.32,-22.54,TRADE
VIC1,2025/03/05 12:35:00,4832.43,8.95,TRADE
VIC1,2025/03/05 12:40:00,4844.68,8.95,TRADE
VIC1,2025/03/05 12:45:00,4832.62,11,TRADE
VIC1,2025/03/05 12:50:00,4833.92,8.95,TRADE
VIC1,2025/03/05 12:55:00,4848.07,-14.82,TRADE
VIC1,2025/03/05 13:00:00,4932.14,-14.82,TRADE
VIC1,2025/03/05 13:05:00,5000.78,-19.99,TRADE
VIC1,2025/03/05 13:10:00,5080.83,5.47,TRADE
VIC1,2025/03/05 13:15:00,5066,8.95,TRADE
VIC1,2025/03/05 13:20:00,5094.97,0.95,TRADE
VIC1,2025/03/05 13:25:00,5211.34,8.95,TRADE
VIC1,2025/03/05 13:30:00,5220.39,8.95,TRADE
VIC1,2025/03/05 13:35:00,5324.09,-21,TRADE
VIC1,2025/03/05 13:40:00,5333.66,-19.99,TRADE
VIC1,2025/03/05 13:45:00,5328.34,-14.82,TRADE
VIC1,2025/03/05 13:50:00,5334.79,-14.82,TRADE
VIC1,2025/03/05 13:55:00,5361.61,-14.82,TRADE
VIC1,2025/03/05 14:00:00,5341.42,-14.82,TRADE
VIC1,2025/03/05 14:05:00,5384.85,-14.82,TRADE
VIC1,2025/03/05 14:10:00,5353.07,-14.82,TRADE
VIC1,2025/03/05 14:15:00,5399.09,0,TRADE
VIC1,2025/03/05 14:20:00,5406.69,-14.82,TRADE
VIC1,2025/03/05 14:25:00,5456.75,8.95,TRADE
VIC1,2025/03/05 14:30:00,5428.81,-14.82,TRADE
VIC1,2025/03/05 14:35:00,5399.58,-19.99,TRADE
VIC1,2025/03/05 14:40:00,5443.29,-19.99,TRADE
VIC1,2025/03/05 14:45:00,5451.72,-14.82,TRADE
VIC1,2025/03/05 14:50:00,5423.1,-19.99,TRADE
VIC1,2025/03/05 14:55:00,5559.88,8.53,TRADE
VIC1,2025/03/05 15:00:00,5537.3,-14.75,TRADE
VIC1,2025/03/05 15:05:00,5496.39,20.39,TRADE
VIC1,2025/03/05 15:10:00,5624.18,8.95,TRADE
VIC1,2025/03/05 15:15:00,5707.47,8.95,TRADE
VIC1,2025/03/05 15:20:00,5722.31,8.95,TRADE
VIC1,2025/03/05 15:25:00,5751.82,8.95,TRADE
VIC1,2025/03/05 15:30:00,5870.58,8.95,TRADE
VIC1,2025/03/05 15:35:00,5939.54,79.75,TRADE
VIC1,2025/03/05 15:40:00,5928.02,12,TRADE
VIC1,2025/03/05 15:45:00,5878.98,8.95,TRADE
VIC1,2025/03/05 15:50:00,6019.05,-14.82,TRADE
VIC1,2025/03/05 15:55:00,6032.59,-14.82,TRADE
VIC1,2025/03/05 16:00:00,6105.03,17.77,TRADE
VIC1,2025/03/05 16:05:00,6181.82,8.95,TRADE
VIC1,2025/03/05 16:10:00,6220.05,33.89,TRADE
VIC1,2025/03/05 16:15:00,6244.88,33.89,TRADE
VIC1,2025/03/05 16:20:00,6331.21,33.89,TRADE
VIC1,2025/03/05 16:25:00,6387.76,33.89,TRADE
VIC1,2025/03/05 16:30:00,6355.4,30.33,TRADE
VIC1,2025/03/05 16:35:00,6339.26,8.95,TRADE
VIC1,2025/03/05 16:40:00,6288.28,8.95,TRADE
VIC1,2025/03/05 16:45:00,6320.71,22.12,TRADE
VIC1,2025/03/05 16:50:00,6414.54,8.95,TRADE
VIC1,2025/03/05 16:55:00,6347.81,13.62,TRADE
VIC1,2025/03/05 17:00:00,6525.56,58.15,TRADE
VIC1,2025/03/05 17:05:00,6499.79,29.71,TRADE
VIC1,2025/03/05 17:10:00,6454.69,35.89,TRADE
VIC1,2025/03/05 17:15:00,6512.52,98.56,TRADE
VIC1,2025/03/05 17:20:00,6627.76,116.08,TRADE
VIC1,2025/03/05 17:25:00,6732.8,119.65,TRADE
VIC1,2025/03/05 17:30:00,6907.37,103.37,TRADE
VIC1,2025/03/05 17:35:00,6953.16,112.72,TRADE
VIC1,2025/03/05 17:40:00,7044.24,136.68,TRADE
VIC1,2025/03/05 17:45:00,7123.97,148.77,TRADE
VIC1,2025/03/05 17:50:00,7209.6,187.13,TRADE
VIC1,2025/03/05 17:55:00,7196.03,295.79,TRADE
VIC1,2025/03/05 18:00:00,7241.1,58.94,TRADE
VIC1,2025/03/05 18:05:00,7017.3,70.70,TRADE
VIC1,2025/03/05 18:10:00,7018.42,78.85,TRADE
VIC1,2025/03/05 18:15:00,7050.43,78.85,TRADE
VIC1,2025/03/05 18:20:00,7082.23,113.24,TRADE
VIC1,2025/03/05 18:25:00,6987.21,115.33,TRADE
VIC1,2025/03/05 18:30:00,7040.94,151.51,TRADE
VIC1,2025/03/05 18:35:00,7092.73,220.88,TRADE
VIC1,2025/03/05 18:40:00,7098.44,297.01,TRADE
VIC1,2025/03/05 18:45:00,6972.09,236.47,TRADE
VIC1,2025/03/05 18:50:00,7020.06,101.05,TRADE
VIC1,2025/03/05 18:55:00,6978.22,148.77,TRADE
VIC1,2025/03/05 19:00:00,6954.09,148.77,TRADE
VIC1,2025/03/05 19:05:00,6718.05,148.13,TRADE
VIC1,2025/03/05 19:10:00,6824.75,167.75,TRADE
VIC1,2025/03/05 19:15:00,6798.41,147.13,TRADE
VIC1,2025/03/05 19:20:00,6790.11,147.87,TRADE
VIC1,2025/03/05 19:25:00,6838.86,170.23,TRADE
VIC1,2025/03/05 19:30:00,6696.28,126.53,TRADE
VIC1,2025/03/05 19:35:00,6718.11,149.29,TRADE
VIC1,2025/03/05 19:40:00,6709.07,151.30,TRADE
VIC1,2025/03/05 19:45:00,6526.26,144.10,TRADE
VIC1,2025/03/05 19:50:00,6365.57,125.55,TRADE
VIC1,2025/03/05 19:55:00,6278.25,143.94,TRADE
VIC1,2025/03/05 20:00:00,6306.47,142.94,TRADE
VIC1,2025/03/05 20:05:00,6246.87,145.71,TRADE
VIC1,2025/03/05 20:10:00,6203.13,149.25,TRADE
VIC1,2025/03/05 20:15:00,6170.26,148.65,TRADE
VIC1,2025/03/05 20:20:00,6085.67,153.36,TRADE
VIC1,2025/03/05 20:25:00,6072.51,159.80,TRADE
VIC1,2025/03/05 20:30:00,6051.99,149.03,TRADE
VIC1,2025/03/05 20:35:00,5987.43,146.01,TRADE
VIC1,2025/03/05 20:40:00,5833.96,146.28,TRADE
VIC1,2025/03/05 20:45:00,5839.52,141.51,TRADE
VIC1,2025/03/05 20:50:00,5774.03,115.78,TRADE
VIC1,2025/03/05 20:55:00,5806.68,116.04,TRADE
VIC1,2025/03/05 21:00:00,5723.36,113.88,TRADE
VIC1,2025/03/05 21:05:00,5721.34,114.46,TRADE
VIC1,2025/03/05 21:10:00,5713.02,113.02,TRADE
VIC1,2025/03/05 21:15:00,5675.76,110.96,TRADE
VIC1,2025/03/05 21:20:00,5616.75,19.19,TRADE
VIC1,2025/03/05 21:25:00,5525.48,12,TRADE
VIC1,2025/03/05 21:30:00,5490.59,19.19,TRADE
VIC1,2025/03/05 21:35:00,5469.04,60.49,TRADE
VIC1,2025/03/05 21:40:00,5417.13,115.85,TRADE
VIC1,2025/03/05 21:45:00,5358.67,111.26,TRADE
VIC1,2025/03/05 21:50:00,5283.79,108.22,TRADE
VIC1,2025/03/05 21:55:00,5290.24,105.68,TRADE
VIC1,2025/03/05 22:00:00,5207,19.19,TRADE
VIC1,2025/03/05 22:05:00,5065.8,35.95,TRADE
VIC1,2025/03/05 22:10:00,5108.83,58.50,TRADE
VIC1,2025/03/05 22:15:00,5182.93,136.46,TRADE
VIC1,2025/03/05 22:20:00,5152.38,35.95,TRADE
VIC1,2025/03/05 22:25:00,5049.72,35.95,TRADE
VIC1,2025/03/05 22:30:00,5013.36,19.19,TRADE
VIC1,2025/03/05 22:35:00,5066.81,35.95,TRADE
VIC1,2025/03/05 22:40:00,5012.45,59.97,TRADE
VIC1,2025/03/05 22:45:00,4996.65,35.95,TRADE
VIC1,2025/03/05 22:50:00,4919.69,35.95,TRADE
VIC1,2025/03/05 22:55:00,4935.73,35.95,TRADE
VIC1,2025/03/05 23:00:00,4994.46,35.95,TRADE
VIC1,2025/03/05 23:05:00,4994.78,93.56,TRADE
VIC1,2025/03/05 23:10:00,5103.79,109.95,TRADE
VIC1,2025/03/05 23:15:00,5174.8,111.23,TRADE
VIC1,2025/03/05 23:20:00,5084.43,91.35,TRADE
VIC1,2025/03/05 23:25:00,5150.39,91.22,TRADE
VIC1,2025/03/05 23:30:00,5061.05,35.95,TRADE
VIC1,2025/03/05 23:35:00,5040.68,79.73,TRADE
VIC1,2025/03/05 23:40:00,5012.35,91.82,TRADE
VIC1,2025/03/05 23:45:00,5041.36,90.79,TRADE
VIC1,2025/03/05 23:50:00,4960.45,33,TRADE
VIC1,2025/03/05 23:55:00,4874.81,33,TRADE
VIC1,2025/03/06 00:00:00,4853.31,35.95,TRADE
